Seconds,Ice Ice Baby
1.97,-5.261165389652622
1.98,-7.057894529132909
1.99,-9.648098362066058
2.0,-11.453140998970522
2.01,-13.600008486564276
2.02,-9.772848273842357
2.03,-10.357285343355588
2.04,-10.36984553417178
2.05,-10.825080098671087
2.06,-11.323300461092646
2.07,-10.91730872511726
2.08,-8.43885147981357
2.09,-7.899243488497495
2.1,-8.96227757426021
2.11,-7.7392753138600385
2.12,-7.955092024705629
2.13,-8.173217880624978
2.14,-7.9305470007086525
2.15,-7.471507700026679
2.16,-7.69047206637803
2.17,-6.68034610817677
2.18,-7.696359307370738
2.19,-7.357455132856154
2.2,-6.868611579631459
2.21,-6.931630567156715
2.22,-5.786054109082344
2.23,-5.485892994140703
2.24,-9.509269208426836
2.25,-9.789417705031807
2.26,-11.78804163974983
2.27,-11.129292557491802
2.28,-10.460184803884715
2.29,-9.2346147981541
2.3,-9.845629877884178
2.31,-10.241262242829157
2.32,-9.931461612278286
2.33,-9.983275983550724
2.34,-8.412951584308725
2.35,-7.654351652701786
2.36,-7.7952641556018545
2.37,-7.230852473273068
2.38,-7.029563284661273
2.39,-7.356555220222196
2.4,-5.868834879367763
2.41,-7.32564059624546
2.42,-6.328516918815199
2.43,-6.535028480513407
2.44,-5.1062688660489135
2.45,-6.129485007493331
2.46,-6.581033076284036
2.47,-5.622019361026675
2.48,-5.687197833000576
2.49,-5.485957496925282
2.5,-7.640176247634265
2.51,-11.51142435494755
2.52,-13.727967567012378
2.53,-12.322848391224108
2.54,-10.57852884465042
2.55,-10.04569350055992
2.56,-9.550853294557092
2.57,-10.424685544523122
2.58,-8.642512453180887
2.59,-8.89909112013484
2.6,-7.084852729679308
2.61,-8.487212309812032
2.62,-6.841221400974033
2.63,-7.208921773839784
2.64,-7.40196017416121
2.65,-8.643679057149152
2.66,-6.20512178795128
2.67,-6.45957545522834
2.68,-5.722308357275818
2.69,-7.111243007535607
2.7,-6.988486615550908
2.71,-7.96009882947767
2.72,-6.255854751181257
2.73,-5.310640178708216
2.74,-6.315825317675788
2.75,-8.215757660967562
2.76,-11.357242586445652
2.77,-12.972094026782392
2.78,-10.909166841479257
2.79,-11.705983517068628
2.8,-10.207278238403726
2.81,-8.868870388676278
2.82,-9.833342933301822
2.83,-9.11630224449605
2.84,-9.27246392396529
2.85,-7.755098900314961
2.86,-7.851510000276199
2.87,-7.4992987083251235
2.88,-8.202875910772
2.89,-7.625343363241474
2.9,-6.295954144572656
2.91,-6.525721104002197
2.92,-5.251983704488891
2.93,-5.420429921679534
2.94,-6.284580743367047
2.95,-4.2342414047920505
2.96,-5.547364308688749
2.97,-6.086833179554169
2.98,-6.844572087128054
2.99,-5.312190905808184
3.0,-3.8381053657644153
3.01,-6.791894576518804
3.02,-11.43929651274607
3.03,-10.920308569470848
3.04,-10.394782575466923
3.05,-11.309207769214996
3.06,-12.039364253926523
3.07,-9.019829786257924
3.08,-8.244162567704219
3.09,-12.95184202265708
3.1,-9.298506906476554
3.11,-10.758602474176122
3.12,-12.050199723970872
3.13,-10.967715963114586
3.14,-10.77015461295084
3.15,-12.787204152499328
3.16,-8.289048672649072
3.17,-12.151735851929905
3.18,-11.289206371743209
3.19,-10.716234276685482
3.2,-11.464232922646987
3.21,-9.804039758819432
3.22,-10.841176155058848
3.23,-11.705364317618155
3.24,-10.11269973667833
3.25,-10.606418753758698
3.26,-11.172176069330725
3.27,-11.23217921134346
3.28,-11.880907936614175
3.29,-12.07853275455258
3.3,-11.449595839324465
3.31,-11.900732479926155
3.32,-9.899406941693536
3.33,-9.635605281382706
3.34,-10.228043187940026
3.35,-8.707303542259409
3.36,-8.920765953090303
3.37,-8.969437615285354
3.38,-9.055626578785146
3.39,-9.09597875074307
3.4,-11.345504461404683
3.41,-11.068017770171652
3.42,-8.705405182516127
3.43,-11.494594199680426
3.44,-10.195686844768291
3.45,-9.406742329955945
3.46,-9.462458916588574
3.47,-6.598098971548177
3.48,-8.744212618742006
3.49,-8.352909279355373
3.5,-6.556265510971661
3.51,-2.6084841215580723
3.52,0.1204386954794899
3.53,-0.309751633052074
3.54,0.1154844587304204
3.55,0.6947856357658607
3.56,1.141281054453794
3.57,3.613962794367329
3.58,4.049916864964265
3.59,5.381981264082769
3.6,4.203001548755393
3.61,4.002160483176831
3.62,3.637799757046893
3.63,2.93378632152206
3.64,4.144669261227767
3.65,2.6091266102836133
3.66,3.19268500635847
3.67,4.398106839096321
3.68,4.2244144912076775
3.69,4.393392585674859
3.7,5.067671254269639
3.71,4.850415681027531
3.72,4.810745330752045
3.73,4.3632703205818295
3.74,5.057545403149268
3.75,6.06518610286598
3.76,4.533974480869245
3.77,5.212835366940056
3.78,6.6091326675145
3.79,6.224956247933771
3.8,3.400411823644843
3.81,2.828982257397544
3.82,3.676482424916813
3.83,3.924655661887014
3.84,6.3601724178241215
3.85,4.918225953616171
3.86,5.453548543243831
3.87,6.251022973210667
3.88,6.266887400138082
3.89,7.273774042041516
3.9,5.282262331553269
3.91,2.736750186057256
3.92,4.744139438413701
3.93,7.370304427869351
3.94,6.953273590739039
3.95,7.094821597039176
3.96,7.176885814786528
3.97,7.736263666610983
3.98,8.434376064072644
3.99,7.128473765912352
4.0,9.06630481457693
4.01,8.282399559420165
4.02,5.777064553405458
4.03,1.112201555738448
4.04,-4.765121787551541
4.05,-6.806119950111319
4.06,-7.934737235275263
4.07,-5.711830593861579
4.08,-6.255182484583719
4.09,-6.778009249036799
4.1,-4.247128830813188
4.11,-3.746594503388855
4.12,-4.628760687152887
4.13,-5.241922985635178
4.14,-2.772400990301238
4.15,-2.662627270561763
4.16,-1.9132556486699084
4.17,-2.5317400463419
4.18,-2.243160300873589
4.19,-0.9819196010738852
4.2,0.2603142710014406
4.21,-1.0558217268561485
4.22,-0.1024805716085247
4.23,-0.6018882990975728
4.24,-0.4641600251213305
4.25,0.6834593491564914
4.26,0.2192510574276918
4.27,1.1182629618364306
4.28,-1.1235655809463825
4.29,-2.7233386336560983
4.3,-0.4139084734026367
4.31,0.0834085584628919
4.32,-1.8756001579828605
4.33,0.6689920963680549
4.34,1.353536228084418
4.35,-0.1212440074442601
4.36,-1.5632373498087917
4.37,-1.4798813395587234
4.38,-1.792922012300078
4.39,-1.9277608497653391
4.4,-3.401442247284323
4.41,-1.6366113052944118
4.42,3.01415528004405
4.43,5.930880581468316
4.44,6.314449615882004
4.45,6.328150192508711
4.46,6.360921658631269
4.47,6.279005466254738
4.48,5.897544860035
4.49,6.090636894154692
4.5,6.459406308210222
4.51,7.346859473073689
4.52,5.736856604415764
4.53,3.533782366825968
4.54,3.2561485344456864
4.55,5.867811141460254
4.56,6.500323495255896
4.57,2.733458835400079
4.58,2.072067478651073
4.59,1.854283798951112
4.6,2.905048902715439
4.61,1.4953770793380534
4.62,2.606828033245909
4.63,5.1036154652442
4.64,5.104657420898097
4.65,3.975265845683808
4.66,3.636643462898825
4.67,4.653888382459537
4.68,5.633794312924541
4.69,5.069300389821245
4.7,5.579901348343264
4.71,5.695197095357245
4.72,6.740649450559027
4.73,6.474004251995629
4.74,6.843019371381425
4.75,6.8183298146596405
4.76,7.427648847222333
4.77,5.666183217389815
4.78,5.301984249224118
4.79,4.566706153730102
4.8,6.615249025228453
4.81,8.052094083730273
4.82,4.519317780867947
4.83,1.4955861293120043
4.84,-1.1140111678636029
4.85,-2.1641458037239056
4.86,0.3690717386237295
4.87,3.638681572954076
4.88,4.200428389657215
4.89,3.540866217176314
4.9,4.90319852097206
4.91,3.477273014175419
4.92,4.308840701237839
4.93,5.539407662207139
4.94,4.43150172052355
4.95,4.126376994012671
4.96,5.635135263759755
4.97,7.097849351551258
4.98,6.747303937224473
4.99,7.633680130715557
5.0,6.819471104050024
5.01,6.144099192853537
5.02,4.934009557544488
5.03,-0.0340352399034839
5.04,-6.255319442829057
5.05,-12.403502424432055
5.06,-12.434080336642005
5.07,-14.564877448123246
5.08,-16.372961189083533
5.09,-15.048627214505917
5.1,-13.544658759435851
5.11,-14.138916322169452
5.12,-14.679811651290018
5.13,-12.97284607520279
5.14,-9.770500949665582
5.15,-8.887531836767492
5.16,-9.783773689441428
5.17,-10.516049268868624
5.18,-9.272879349424612
5.19,-8.087877949182271
5.2,-7.025961153181282
5.21,-7.580385147165747
5.22,-7.090608626421169
5.23,-6.751846780914846
5.24,-7.07822378424655
5.25,-6.192840852555311
5.26,-5.75561199895602
5.27,-4.936571090316105
5.28,-4.711321035164079
5.29,-5.569832347416187
5.3,-5.331090838686085
5.31,-4.4714297334375805
5.32,1.919394829813956
5.33,2.695893558169379
5.34,1.783531289779532
5.35,0.749200634632521
5.36,1.5402444133708055
5.37,0.0847746372271152
5.38,2.085644587791188
5.39,3.1822455831625662
5.4,2.898157834678522
5.41,3.232421206064048
5.42,3.0801233522704807
5.43,3.570305938834517
5.44,3.36339210443856
5.45,3.5910987020972267
5.46,5.008855274394096
5.47,4.719685145868167
5.48,4.9423464126409655
5.49,4.970641838950434
5.5,4.805997158622938
5.51,5.683171666198937
5.52,4.512005852382344
5.53,5.610194146345718
5.54,4.964570890414771
5.55,3.580199250512438
5.56,1.3608223615171644
5.57,0.4948854940158979
5.58,3.963106131504364
5.59,1.4774798664303324
5.6,0.0896401313600107
5.61,0.2169089470025648
5.62,0.4637808843177367
5.63,2.5327213071662524
5.64,2.7606853045844955
5.65,4.053212414276215
5.66,5.046992682931796
5.67,4.35887806938024
5.68,3.962582144071401
5.69,5.080952151470519
5.7,4.049838200905519
5.71,4.984365041523756
5.72,4.729143520596263
5.73,5.660971334448799
5.74,5.780704060796426
5.75,6.719315376854466
5.76,6.60259187619288
5.77,6.029340385762558
5.78,5.052599325756637
5.79,6.029127910677261
5.8,7.049220578221591
5.81,8.226722514179476
5.82,3.871475592453152
5.83,3.7613977499191527
5.84,4.832378501745053
5.85,4.6795875251959895
5.86,4.6632441970389085
5.87,3.0226467496059404
5.88,4.478325941324657
5.89,4.160586974919067
5.9,5.202200432513122
5.91,8.203409257067905
5.92,8.797688805692847
5.93,9.022823891545745
5.94,8.25602308047194
5.95,7.442130213376279
5.96,6.764330818836887
5.97,5.8410065450314095
5.98,4.853579002848463
5.99,7.272310192705814
6.0,7.899079178765585
6.01,8.53316497518245
6.02,9.901268715880622
6.03,10.335930484586944
6.04,9.76876644353182
6.05,8.02137634003975
6.06,8.325463849007269
6.07,9.490476808497656
6.08,4.980071585142681
6.09,0.8615609844142859
6.1,-3.764097434091439
6.11,-5.788554191443358
6.12,-7.822971242280387
6.13,-5.183564181292975
6.14,-5.506379104318469
6.15,-6.065698206935091
6.16,-5.573812592349128
6.17,-4.089718462509751
6.18,-4.971540765447831
6.19,-3.978588682829933
6.2,-2.2176657810909104
6.21,-2.3847202226743693
6.22,-1.2331790793831685
6.23,-0.9856935057678698
6.24,-0.7256556721513936
6.25,0.1377494555751252
6.26,2.1579456544572584
6.27,2.0601057653704427
6.28,3.0261882080070226
6.29,2.255872059177389
6.3,1.5493112808101133
6.31,1.2397889772286057
6.32,2.0007915233593323
6.33,3.483771378770762
6.34,1.457658093323687
6.35,-0.3843525044108076
6.36,-0.6793173455796465
6.37,2.3299799621072426
6.38,1.0980894932711145
6.39,3.016410207954435
6.4,2.844353721361321
6.41,2.0477340647740307
6.42,0.8675250805864301
6.43,0.4814988963850512
6.44,-0.8019096929285805
6.45,-0.7470636882382398
6.46,-0.9442083031130638
6.47,-1.7047843375320713
6.48,1.8366138809967123
6.49,6.06223365407264
6.5,11.10956868241652
6.51,9.4794330677575
6.52,9.280137033041482
6.53,8.83385345225496
6.54,7.57066266948935
6.55,7.905109774681418
6.56,7.98078476327894
6.57,7.076121480114715
6.58,6.847791935590202
6.59,5.140703453231582
6.6,3.077981688258184
6.61,4.972191307300491
6.62,6.8350846183464204
6.63,3.550201759059373
6.64,2.401188891291268
6.65,3.671832776937584
6.66,3.368294536383922
6.67,3.1748081884608848
6.68,4.781027151845673
6.69,6.722972031427691
6.7,7.778725722635649
6.71,6.664788650276868
6.72,4.6901599518361134
6.73,4.53506238518858
6.74,6.980459318987854
6.75,7.588870627081316
6.76,8.526855064730833
6.77,8.630319941507551
6.78,8.056190358961553
6.79,9.11331590215905
6.8,8.43711166884718
6.81,8.42028129339686
6.82,9.266230751743668
6.83,6.94497007055313
6.84,4.92137426657388
6.85,4.92356176098783
6.86,4.183000310412295
6.87,8.429814056789942
6.88,3.773329228636449
6.89,1.949227340363326
6.9,0.1756279486106307
6.91,-2.04899983811985
6.92,-0.111135471582344
6.93,1.0848542903483571
6.94,6.630057742405943
6.95,5.925522427159288
6.96,5.782914100930476
6.97,6.22488336986343
6.98,7.465605464645268
6.99,5.653938215403401
7.0,7.5843038876970255
7.01,7.21966204342197
7.02,7.024208070080577
7.03,8.403010376691979
7.04,7.387693881301849
7.05,7.392031146506982
7.06,6.7847145335625925
7.07,5.771527072853204
7.08,4.909402891901989
7.09,3.708460877795597
7.1,-4.474644079926136
7.11,-11.835589577483407
7.12,-14.160710071121716
7.13,-16.836643376737378
7.14,-18.40146078655437
7.15,-16.500883984413438
7.16,-14.9274655278155
7.17,-13.413163766377458
7.18,-15.751841557799729
7.19,-13.267013223277504
7.2,-11.517001651521186
7.21,-8.56625573712417
7.22,-7.691096480841594
7.23,-9.250312516306378
7.24,-7.804797570458416
7.25,-7.268048054222425
7.26,-6.187947124788373
7.27,-5.457438333517864
7.28,-6.304498551296177
7.29,-4.7644951648657
7.3,-5.341295901285664
7.31,-6.408054266632484
7.32,-4.763266951660777
7.33,-4.383256233112834
7.34,-4.790743753705614
7.35,-4.805348314872259
7.36,-4.487923451855008
7.37,-4.460537409258743
7.38,-3.594072427621105
7.39,-3.0175332158575983
7.4,-6.1021750674355415
7.41,-9.094808488098147
7.42,-8.433463232197154
7.43,-7.238805880536669
7.44,-6.040017045501207
7.45,-4.4549423629630525
7.46,-2.6017006798407496
7.47,-3.989537758431187
7.48,-4.417344378160357
7.49,-6.127366390372952
7.5,-5.311976804570024
7.51,-6.133864073174941
7.52,-4.905319826619473
7.53,-5.288158171818531
7.54,-3.6074442928898423
7.55,-3.598658564978916
7.56,-4.441670036769112
7.57,-2.3246228940317
7.58,-4.890623759108436
7.59,-6.6297300550772045
7.6,-6.017204592381219
7.61,-5.508318715486807
7.62,-5.763581007517669
7.63,-4.27066466108516
7.64,1.1328516066568537
7.65,1.1451420564636563
7.66,-0.0922697805186826
7.67,-0.0404365902682632
7.68,1.0889774187648045
7.69,1.1356050324934372
7.7,4.0280272649576165
7.71,5.088957358507247
7.72,6.190808314470398
7.73,5.094317678576073
7.74,5.227424906682603
7.75,6.466468610216844
7.76,6.820169022684732
7.77,6.115530981863668
7.78,5.795355650076097
7.79,6.82029377732529
7.8,6.2256456246490925
7.81,6.946021480517771
7.82,6.9265873827660425
7.83,6.5133703522987405
7.84,6.174372119752804
7.85,5.302615712814034
7.86,6.153124777760702
7.87,6.949960608026545
7.88,8.048491944025583
7.89,3.2512597463541817
7.9,5.444865925073155
7.91,5.280447381989269
7.92,4.818522164884503
7.93,2.9344951458513973
7.94,4.344308222550028
7.95,3.8020442030868375
7.96,5.9528267389956975
7.97,8.1922666269012
7.98,8.008080352331758
7.99,8.504245380236503
8.0,8.583378505482928
8.01,7.667432503504317
8.02,5.002208745751575
8.03,5.949790422894024
8.04,4.110714670838651
8.05,6.629492346432709
8.06,7.604907261222004
8.07,8.198371286133709
8.08,8.192350349333445
8.09,7.297416049378105
8.1,7.328327482155107
8.11,5.846469102367387
8.12,5.593755201292271
8.13,6.827428031455255
8.14,3.606320946367115
8.15,-2.658220084355197
8.16,-3.1751506888913927
8.17,-5.736313236946609
8.18,-7.373850008288858
8.19,-5.251945668026645
8.2,-4.718837837279095
8.21,-3.039373475220076
8.22,-3.479340377152033
8.23,-2.9180279803466567
8.24,-3.1603282438156204
8.25,-2.688096394056533
8.26,-2.457596258389109
8.27,-0.719434460907572
8.28,-0.4764172310633408
8.29,0.4559526359244785
8.3,-0.0108324840045491
8.31,0.0508775726595507
8.32,1.2330133754212875
8.33,2.438073915659671
8.34,3.251710677464594
8.35,4.483930424324365
8.36,5.70864032065431
8.37,5.019285046615561
8.38,3.722978585436592
8.39,4.425892489522063
8.4,3.679146758125985
8.41,2.6830649401792086
8.42,-0.8077461109924517
8.43,-0.1860454142901429
8.44,-0.0472073274415551
8.45,2.256783072064265
8.46,2.5278464467733373
8.47,1.7634517529127527
8.48,0.6145729328322492
8.49,-0.0861524029705302
8.5,-0.9240013881306136
8.51,-0.6882334151656262
8.52,-0.9793046661584972
8.53,-0.9003502507611546
8.54,-0.6630743238762051
8.55,0.5584024245469673
8.56,1.571914236294777
8.57,1.808432751601343
8.58,-1.45542961073451
8.59,-1.7019712494961958
8.6,-0.1405591296577534
8.61,2.453003729190338
8.62,2.215636423923947
8.63,0.9673087605731208
8.64,0.3789666354147887
8.65,-0.8514040445283795
8.66,-1.6986159764281787
8.67,-0.2786815999724445
8.68,1.483248477402022
8.69,3.49753926702459
8.7,0.7214038443195296
8.71,-0.7800088780198527
8.72,-2.0653254902945624
8.73,-1.553141212920174
8.74,-1.8357548207157333
8.75,0.86744589413915
8.76,7.968370465550587
8.77,5.832651138339855
8.78,5.890511402956297
8.79,5.12134330471479
8.8,7.682762378765184
8.81,7.377537456710722
8.82,9.002432200607133
8.83,8.41995527423317
8.84,6.704124747905334
8.85,3.963252251378761
8.86,2.124412380610712
8.87,-0.2685059266118981
8.88,0.5727202661520469
8.89,-2.392660301100304
8.9,-1.213108156308642
8.91,-1.114880584890027
8.92,-0.345516054511595
8.93,0.3989333249798662
8.94,-3.186646616462292
8.95,-2.968756004525428
8.96,-0.9061970614431112
8.97,-1.845136231688029
8.98,-3.233457853303849
8.99,-4.040034839564362
9.0,-3.357031646381101
9.01,-3.8378398277079984
9.02,-3.5698257669134885
9.03,-3.759262003565768
9.04,-2.780286158777086
9.05,-3.302885839670433
9.06,-1.7847349788971691
9.07,-1.210878656346826
9.08,-0.3852031153372278
9.09,2.363430740556451
9.1,2.14931061506676
9.11,1.48329461673487
9.12,3.63423693230359
9.13,3.2563931754668167
9.14,2.769213778381772
9.15,2.441007759850645
9.16,-1.6101050797232328
9.17,-8.650109741416435
9.18,-11.712912092515747
9.19,-12.175079413266154
9.2,-14.521216466225267
9.21,-15.268628161756006
9.22,-14.845156072195342
9.23,-12.530661028688254
9.24,-12.642840402854176
9.25,-11.824856118951947
9.26,-11.122430473515816
9.27,-8.693838790770322
9.28,-6.1196331847459735
9.29,-6.076478935222897
9.3,-5.671903718453099
9.31,-4.994440399932497
9.32,-5.044453465036968
9.33,-4.181621566799586
9.34,-4.34891270314826
9.35,-3.365558788841468
9.36,-3.548263699954388
9.37,-3.300152656314171
9.38,-3.138419626295309
9.39,-1.990100615359394
9.4,-2.6046061882931317
9.41,-1.7224458970643337
9.42,-3.024870051405165
9.43,-2.9896859435794143
9.44,-0.4501703895191713
9.45,2.222751137548471
9.46,1.859019952230548
9.47,1.3110050806114637
9.48,1.9384331674996649
9.49,1.3834480978611086
9.5,2.0257228282205517
9.51,3.075174389281893
9.52,2.717823374029789
9.53,3.744869273460804
9.54,5.383364141403403
9.55,4.326545881330216
9.56,5.21330057751849
9.57,5.614818985007342
9.58,4.5029278975540405
9.59,4.902605259660961
9.6,5.271714380435598
9.61,6.110869674227025
9.62,5.601665340498309
9.63,6.250871037993159
9.64,5.8426485586575545
9.65,5.720389283718685
9.66,6.676138139457136
9.67,6.243391725839567
9.68,2.51439483419917
9.69,5.92674215299455
9.7,4.322190242653619
9.71,2.913898171295312
9.72,0.3836693069600309
9.73,-0.0821141212912713
9.74,0.8604122442662163
9.75,1.3728357109109477
9.76,2.2942023765345487
9.77,4.751374425549114
9.78,5.0991634809116535
9.79,5.608476241199365
9.8,4.955116025087127
9.81,4.761297068850476
9.82,5.98634800544056
9.83,5.1232518648295935
9.84,5.328378891097861
9.85,5.817528285541306
9.86,6.063978350546413
9.87,6.181567320163838
9.88,7.096791370160334
9.89,7.361581709190733
9.9,6.426506306091073
9.91,6.87671890779543
9.92,5.89756974301563
9.93,7.084731136958197
9.94,9.035767431903768
9.95,5.517825379547138
9.96,4.569840605303608
9.97,6.12346058361431
9.98,4.6439229015267545
9.99,2.68930655398586
10.0,3.62023416409828
10.01,3.988065603150985
10.02,5.012271181038453
10.03,7.40793878992945
10.04,8.853457090604604
10.05,9.261349510078643
10.06,9.204303391238822
10.07,8.337265049972945
10.08,5.511756245635847
10.09,5.394965070138244
10.1,3.6713062605389593
10.11,5.391289978711217
10.12,7.459420311796321
10.13,8.32664702122642
10.14,8.975483499329506
10.15,9.84342813489201
10.16,10.245994095038895
10.17,9.607725029219749
10.18,8.682551850828506
10.19,9.973663730258217
10.2,10.203467755017956
10.21,2.779924760414264
10.22,-1.814156156138706
10.23,-6.114604830465616
10.24,-7.262936019952479
10.25,-7.26727102441262
10.26,-5.576077715202026
10.27,-4.7488710111545815
10.28,-5.34098233803786
10.29,-3.483601759139354
10.3,-3.190079405212986
10.31,-4.271639242988936
10.32,-4.193628520831779
10.33,-2.035534700711096
10.34,-1.9014231376850868
10.35,-1.32553651932294
10.36,-1.4678775255373129
10.37,0.1856602297214814
10.38,1.4221102441349232
10.39,3.204216703618881
10.4,2.437995122861512
10.41,3.924972262583901
10.42,3.281150620145424
10.43,1.2668217136572668
10.44,2.0392652996953733
10.45,3.058145723419392
10.46,3.794010743986664
10.47,2.2651951302512363
10.48,-0.5424933416444617
10.49,0.4198268231442543
10.5,1.115006052942453
10.51,1.5238724172814333
10.52,2.585630484777318
10.53,3.057202332589859
10.54,1.0039985132446956
10.55,1.1074194514081688
10.56,1.2028912371841805
10.57,1.4361364864579118
10.58,0.8817870567982898
10.59,-0.7944926895817703
10.6,0.4178835395396713
10.61,3.4689910599029865
10.62,8.446546713922888
10.63,11.126463005570312
10.64,10.308245255145485
10.65,9.581220263693794
10.66,9.705219547962685
10.67,9.869166745534791
10.68,9.170254498886786
10.69,6.54741050728358
10.7,8.271096240548145
10.71,6.509348332702794
10.72,2.369258630181626
10.73,4.175254026187024
10.74,6.041358249358665
10.75,4.756632437477161
10.76,3.1398538432088894
10.77,2.703860434045444
10.78,1.6134214114432857
10.79,3.8389557011848754
10.8,4.856801151859988
10.81,7.172165566283509
10.82,8.471588811455087
10.83,7.21414152471275
10.84,6.141150011901789
10.85,4.662307726181432
10.86,5.62105361290752
10.87,6.386941216426466
10.88,8.820213024432322
10.89,8.07952738899564
10.9,8.505525925574336
10.91,7.076523283229871
10.92,7.706664770565192
10.93,2.0161338951752072
10.94,-0.1586882754447875
10.95,-2.8686586355160246
10.96,-2.962229947010289
